sim_id,iccid,is_5g
1,89661799623569992998,False
2,89335876887779256041,False
3,89348208493153983912,True
4,89260001440762914304,True
5,89913410389752872099,True
6,89865642240592082353,True
7,89097669194896298056,True
8,89820175307966186957,False
9,89240434741253137956,False
10,89100777321750361920,False
11,89259991938733703424,False
12,89447489047607862351,False
13,89076519170851732895,True
14,89145634091858055811,False
15,89574496539160770040,True
16,89930454184039822180,False
17,89396620385886407880,True
18,89265295164693335623,True
19,89039744088067089870,True
20,89920199184311326611,False
21,89584858052632119604,True
22,89722053970774544708,True
23,89231714619953946766,True
24,89262359605302618402,False
25,89578703686050630663,False
26,89605028164098910390,False
27,89912030252094523759,True
28,89795319260098602757,False
29,89454492054894453811,True
30,89808189655834456622,False
31,89952179705660361624,True
32,89860704726602351585,True
33,89015301731671560587,True
34,89905224413395479406,False
35,89453157905719189866,True
36,89469365618335974876,False
37,89805702377184301922,True
38,89095673332973239644,False
39,89028253267699242773,True
40,89923852023209140169,False
41,89332844234719982907,False
42,89551545260756999138,True
43,89310064332262277773,True
44,89316806647070385036,True
45,89059529842410740274,False
46,89067582676259062003,False
47,89638564614974597931,True
48,89839979849149860995,False
49,89504932664322394612,True
50,89128981159485340012,False
51,89762239847422567871,False
52,89888223788705841680,True
53,89613495647998460586,False
54,89794963830972361080,True
55,89926166201655578645,True
56,89786555751247640006,False
57,89875868240516654512,False
58,89244418997402338686,True
59,89083570170363094423,False
60,89860205089830941349,True
61,89096197979724528413,True
62,89569480450735674809,True
63,89573940598026029442,True
64,89031589258490734203,False
65,89197774867595141864,True
66,89823088295868419623,True
67,89326058694276748317,True
68,89306629315181788242,True
69,89655946989062327237,True
70,89179890223790065487,True
71,89084779541767553981,True
72,89889073781591579089,True
73,89458962683848876380,True
74,89207612396121905188,False
75,89129886182070669010,False
76,89792372982689334864,True
77,89970350675789683355,True
78,89707731231555057052,False
79,89187993844404588311,False
80,89414701235036871568,False
81,89910977978023445684,True
82,89467940366401632957,False
83,89378315975729273186,False
84,89830291585423324165,True
85,89185483966073446746,False
86,89215958417491617050,False
87,89221816981413447609,False
88,89483774029286433026,True
89,89509962183667719666,True
90,89610256342022234998,False
91,89013768367590177915,False
92,89244614409233517465,True
93,89642601863726319956,True
94,89955922776414900385,False
95,89025513444867228839,True
96,89047331454615749325,True
97,89114978879531204095,False
98,89437766183085800187,True
99,89314391511436786210,True
100,89781871096856425706,True
101,89802693315423060023,False
102,89028655052241142066,False
103,89701514599201663382,False
104,89222400539222056201,False
105,89901134843391332528,False
106,89613239456452342864,True
107,89497602498663420953,False
108,89677349852973561526,False
109,89655914762538096641,False
110,89475336952474665353,False
111,89896298532436792415,True
112,89712763835434685863,True
113,89906168249793998161,True
114,89538116837103073726,True
115,89072014896780826493,True
116,89121463947625429264,True
117,89563391729940369481,True
118,89126649719670683353,True
119,89910161259016399490,False
120,89133344376734814098,False
121,89410167930148116049,True
122,89910042028866168019,False
123,89903421348548420353,False
124,89160791791386015711,True
125,89713219402470288141,True
126,89128745271936785764,False
127,89639138107491619423,True
128,89215401315350696261,False
129,89684552527410254717,True
130,89989948856694899300,True
131,89519567563558422717,False
132,89266256504607001441,False
133,89306862408710066890,True
134,89417282076238115223,True
135,89282228240847528359,True
136,89994004108479135113,False
137,89505357228920641578,True
138,89097830280104194534,False
139,89195281447867428021,True
140,89889306357803789121,False
141,89397436990558557599,False
142,89408429069690452898,False
143,89606106567337457016,True
144,89527613681498025308,False
145,89437699296444772508,True
146,89423242348004172415,True
147,89536915855749062796,False
148,89024257033329594523,True
149,89158286304029662991,True
150,89721742922041678215,True
151,89392669370632503139,False
152,89280485022061901933,True
153,89359379719000029561,False
154,89622564718559407992,False
155,89304532316778145647,False
156,89437019453911776665,True
157,89052761209281578061,True
158,89902231167870676353,True
159,89223718592126848563,False
160,89711429430003753989,False
161,89231324659866932784,False
162,89178376591538201140,False
163,89652664267351272455,False
164,89337565697648784962,False
165,89249451046250692965,True
166,89685120627672935097,False
167,89934421291465022347,True
168,89780457972518407033,True
169,89982147823372094516,False
170,89767063632863011220,False
171,89084842648333679608,True
172,89289671360549469208,True
173,89564901324951935001,False
174,89154617580803889044,False
175,89104043156685135381,True
176,89483747558030901685,True
177,89647177840190271698,True
178,89837161158668611997,False
179,89675983326170505835,False
180,89345819565728535339,False
181,89982426621775801584,False
182,89668793030285327276,True
183,89698345150252854613,True
184,89087308972073827777,True
185,89118425278630900712,True
186,89102423447305777196,True
187,89199716596566764099,False
188,89683344009522426537,True
189,89932219143907054736,False
190,89015791150101626008,False
191,89026589347597833548,True
192,89835719214967914638,True
193,89664320317266528246,True
194,89854927240002086014,False
195,89605190854327163033,True
196,89563693010009089931,False
197,89878104802835415892,False
198,89909304376613662808,False
199,89122681594747053110,True
200,89583309673979842189,False
201,89142693765016767187,True
202,89762883636885016276,False
203,89292266678809376165,True
204,89228989074993598125,False
205,89597772659764083858,True
206,89050141716578939129,False
207,89565188711486005009,True
208,89244928787570302930,False
209,89112501860742906952,True
210,89223369318062007302,True
211,89426624975374057144,True
212,89695674068735445345,False
213,89146688658348348358,False
214,89626736648532077587,True
215,89089432698344369580,True
216,89504505092846720073,True
217,89429390773729545038,False
218,89016258515020450281,True
219,89435312794337953111,False
220,89235904265274286625,False
221,89108573838554514609,True
222,89193511745553706272,True
223,89816733746121575626,True
224,89412608481876209906,False
225,89931963039951670450,True
226,89599822673123438880,True
227,89485142025936450282,True
228,89313427557672991154,False
229,89904431834369531029,False
230,89771150629179265173,False
231,89281629108739221983,False
232,89691573767105298770,False
233,89745991530445002026,False
234,89838789034502958676,True
235,89030409346754182368,True
236,89810138272105133460,False
237,89184220138825320831,False
238,89681636038917369078,True
239,89947672000521410707,False
240,89163485089512370851,False
241,89191944545697296556,False
242,89192767137718862639,True
243,89561266783055737138,True
244,89874022346144662763,False
245,89304117614215248319,False
246,89686364704656896987,False
247,89036883004837936315,False
248,89922912706593410406,True
249,89291187228247183018,True
250,89179607578984974997,False
251,89990522171148656581,True
252,89898106173563163129,True
253,89755726169496378811,False
254,89938999068201307167,False
255,89532163361317985490,False
256,89049037295458583563,True
257,89998127439225517419,True
258,89258147621236018639,True
259,89945413845315630930,False
260,89796859096459872408,True
261,89992177351668113397,False
262,89367072173402422241,False
263,89983063236540181444,False
264,89248420243509476511,False
265,89861564099414753989,True
266,89137054245190826110,False
267,89356594299202376669,True
268,89692295338619411839,True
269,89093424240662834633,True
270,89488933437518669408,True
271,89654243826928550743,False
272,89509528895947039696,False
273,89453591765047188300,False
274,89995428873449668667,True
275,89989947061706901497,False
276,89110384715675665051,False
277,89886016744923435969,False
278,89850450566937540242,True
279,89861789257140250385,False
280,89762648163849368063,True
281,89585301012789695193,True
282,89048527758670365620,False
283,89363444394689633181,True
284,89233576170731744577,False
285,89626263678508989774,False
286,89759443485295377403,False
287,89767687404207675149,True
288,89753411573309900094,False
289,89065658234453856535,True
290,89232660004709110349,False
291,89561199899651181583,True
292,89746614477618687047,True
293,89966682905256599508,True
294,89914233029276405473,True
295,89986221405131866047,True
296,89473389147852474420,False
297,89359441023873518664,True
298,89774131351830258534,False
299,89658153988521789559,True
300,89909841286558167592,True
301,89383193489180038146,False
302,89342924219597309121,True
303,89852734114613315553,True
304,89015303044077811096,False
305,89598455766345418299,True
306,89126994520641910616,False
307,89691008224216826822,False
308,89175626996208347910,True
309,89059325722870322007,True
310,89485972438712951452,True
311,89058028606048022406,False
312,89547476950904189856,False
313,89643016556238878887,False
314,89656993136062290113,False
315,89860479471990380351,True
316,89489538294419147905,True
317,89347283951673095326,False
318,89708488686562925822,False
319,89828018323530688568,True
320,89467678096458374495,False
321,89975213531755592897,True
322,89487411486267511997,True
323,89645349655156419678,False
324,89963009358201630159,False
325,89722422848349276680,False
326,89984601804033480153,False
327,89735866715544605392,False
328,89609674627205364991,False
329,89192856728502155383,False
330,89077558212626439567,True
331,89844607890751991981,True
332,89775512944149253164,False
333,89982838597477656590,True
334,89705549434368771569,False
335,89220949076341535977,False
336,89100115477349431487,True
337,89225578564135474168,True
338,89557395232855580957,True
339,89947581660284136233,False
340,89470407146971479734,False
341,89185595083745601703,True
342,89961017590017067949,False
343,89078692855162159389,True
344,89676353673558960707,True
345,89228834133513901430,True
346,89974274936635796714,True
347,89803007356582608252,True
348,89637941288669112232,True
349,89142526119789259465,False
350,89744653255441181851,False
351,89367380520388193768,False
352,89418471462201483335,True
353,89401127283603087647,False
354,89709067618376295076,True
355,89716217204888680418,True
356,89693032645649674199,False
357,89160539064909703425,True
358,89197018158913682967,True
359,89074215319362526022,True
360,89169088754802933583,True
361,89843910657351745469,True
362,89351021401283319558,True
363,89979903597177170305,False
364,89687094124605164838,True
365,89953376841876776006,False
366,89434597317303324967,True
367,89574510484809473181,True
368,89560542707995947611,True
369,89107976475456572897,False
370,89226934854039098468,True
371,89560669926138268709,True
372,89777795703996263779,True
373,89271107351289622068,False
374,89243233302399344606,False
375,89069430695235786529,False
376,89412853700644885487,True
377,89531198042554280537,False
378,89642550786887860203,True
379,89922131701958663992,False
380,89879872873142495629,False
381,89179644160332888070,True
382,89051028745120220175,False
383,89454164879210466275,False
384,89015269744203607854,True
385,89833095872383680601,False
386,89457923267148581970,False
387,89150196797209251920,True
388,89182852332970493795,False
389,89829158551163971492,True
390,89075741424873962625,False
391,89918831249773677244,False
392,89343549787296571564,False
393,89380299034804247960,False
394,89009409165737624266,True
395,89225492036930914015,False
396,89273117226414756900,True
397,89184293359847422983,True
398,89596677153902262473,False
399,89650032990900647614,True
400,89427873554042316979,True
401,89206754939343969045,True
402,89392528783573381330,False
403,89734533023641224740,True
404,89985372033505160232,False
405,89510715558709404224,True
406,89564119925512538078,True
407,89191350534941971575,True
408,89571663282463061621,True
409,89856352007615042059,True
410,89868569771433608090,True
411,89101461039278888189,False
412,89304616388168785185,True
413,89690509656882672800,False
414,89727208147237356407,True
415,89830830697899951454,False
416,89983671467490668867,False
417,89518571164560595634,False
418,89318073920025856533,True
419,89777303167871926154,True
420,89872012402545500549,False
421,89080998397673887246,True
422,89163034383000914352,False
423,89949307417996546628,True
424,89973518962252756002,True
425,89230234056771251589,False
426,89041828051666081239,True
427,89278844790986361527,False
428,89695844420224824886,False
429,89313737145031180266,True
430,89914193960610471891,True
431,89199256924768834103,True
432,89414131811814051325,False
433,89179044708560940671,False
434,89487831031456457227,False
435,89579407403374499987,False
436,89093391369412641060,False
437,89326753180576310108,True
438,89965461253606400474,True
439,89867948698948481703,False
440,89610077017737594933,True
441,89078111719600490214,True
442,89441559674333849655,False
443,89239170335300499926,True
444,89653619773173946248,False
445,89723858653927687141,False
446,89349317967060558173,False
447,89579211625069893546,True
448,89463989701455703934,True
449,89271866925529050926,False
450,89000110156161973844,True
451,89981213008823846990,True
452,89867233104481773655,True
453,89619221882206318641,True
454,89761302364169368359,True
455,89916764032391932528,True
456,89267126937949995225,True
457,89296444843686811143,False
458,89306409805877155590,False
459,89627879025912046372,False
460,89162660323584180295,True
461,89599977379395795519,False
462,89247411173670386256,False
463,89761125842330080563,False
464,89082924828732107883,True
465,89127365485220720197,True
466,89084287416279636512,True
467,89955510051081948422,True
468,89623003607223502830,True
469,89342437539169280916,False
470,89631669687403304544,False
471,89106166497008445801,True
472,89517642962809241150,False
473,89509699613152552322,False
474,89805883774354047625,False
475,89395011152558627788,True
476,89826031748903045880,True
477,89971861422935545920,False
478,89559675779911379830,False
479,89457627451160895897,False
480,89015221336896008347,True
481,89612898993074611399,False
482,89799271560338788528,True
483,89589868184397630900,False
484,89737949994457444107,False
485,89692626543475916043,True
486,89598398590799658578,False
487,89375681678434073071,False
488,89776135007883692233,False
489,89854033699952850231,False
490,89265327355149724903,False
491,89223477146950935555,False
492,89702006174136445947,True
493,89612189391270650761,False
494,89222830564468530455,True
495,89559502635607778943,False
496,89327639904600823696,False
497,89269022209755061790,False
498,89670151200393449076,False
499,89972162183339192969,False
500,89210530712260082283,False
501,89774270549857887282,False
502,89063228012698044665,True
503,89895247609606472452,True
504,89573787477884070946,True
505,89577706129889728426,True
506,89809282616417005371,True
507,89860566880316647951,True
508,89279831242853541601,True
509,89991984808701708671,True
510,89520771074043368957,True
511,89967246105110900701,True
512,89785020502549723920,False
513,89102975997475396597,True
514,89442526942041641537,False
515,89405133793766997681,False
516,89608557174905849688,False
517,89144990803586240574,False
518,89450999863245352791,True
519,89111085184668985932,True
520,89135961830734800226,False
521,89425972055482987819,False
522,89214749847460429371,False
523,89784721461727580452,True
524,89926769889798877544,True
525,89584741340192936059,False
526,89627519346389012484,False
527,89479365611568622307,False
528,89065948053160227433,True
529,89037271862447563112,False
530,89138078287806615459,True
531,89858663565418028825,False
532,89212886690594699842,False
533,89882847052031329887,True
534,89123203668642778626,True
535,89852728760320877834,True
536,89710628334557356232,False
537,89770045358597302732,False
538,89285704240255546893,False
539,89977041167881596467,True
540,89386569044846733229,False
541,89124895587700623945,True
542,89994264076089530120,True
543,89339801387162833568,True
544,89905810801533743567,False
545,89027728715659695794,False
546,89575959955055362917,True
547,89148541839525252078,True
548,89821651192145744520,True
549,89302769473088240353,True
550,89212440293634094121,False
551,89805257959900479412,False
552,89325460189113434857,False
553,89133996276861273421,True
554,89120291381301494802,False
555,89989088819664523191,False
556,89990821335683172366,True
557,89704171038919187405,True
558,89013320344956071487,False
559,89650775257231631603,False
560,89781105703996306670,True
561,89059946966932337007,False
562,89158009714086332343,True
563,89065874488839237590,True
564,89972285825854551391,True
565,89960348236788387369,False
566,89323800436475846648,False
567,89674163712063175529,False
568,89776014584081144157,False
569,89281436116861146036,True
570,89118926055546542683,True
571,89684377140344545956,True
572,89600301196227238697,False
573,89421736838509570934,True
574,89099165081136403484,False
575,89843770062795951429,False
576,89544966954217562752,True
577,89800161734479459235,True
578,89163832648971001707,True
579,89812945761304948414,False
580,89235528337287567981,False
581,89302656477115882187,False
582,89089410791161146446,False
583,89119830975424738852,True
584,89377487700788125325,True
585,89121808226799096660,True
586,89286538395716468210,False
587,89037090703780886693,False
588,89207098348492674876,False
589,89296507445657267654,False
590,89198281794779500345,True
591,89220262693032645257,False
592,89330907406351685224,False
593,89767512583799005366,False
594,89933276334228562837,False
595,89237225931033700894,False
596,89234037043333188384,False
597,89561257804737198517,True
598,89696806455442157837,True
599,89926405327396885934,False
600,89288390397997833150,True
601,89321985965510250666,False
602,89860673476714998632,True
603,89895910385242762215,False
